Modelo,Categoria,FraseID,Texto,NumPalavras,Latência (s),WER,Transcrição Whisper,Arquivo,Status,Throughput,CER,WER_zero,Log_Latencia
Piper,longas_narrativas,longas_narrativas_08,"A possibilidade de reexecutar o experimento em notebook reprodutível fortalece a confiabilidade metodológica do trabalho, pois permite validação independente por parte da banca examinadora.",24,1.207,0.2083,"a possibilidade de executar o spmeto em notebook reproduitivo fortalece a confiabilidade metodológica do trabalho, ou permite validação independente por parte da banta examinadora.",audios_tcc/piper_longas_narrativas_longas_narrativas_08.wav,OK,156.58657829328914,0.08994708994708994,False,0.7916341272745994
Kokoro,longas_narrativas,longas_narrativas_08,"A possibilidade de reexecutar o experimento em notebook reprodutível fortalece a confiabilidade metodológica do trabalho, pois permite validação independente por parte da banca examinadora.",24,10.87,0.0833,"a possibilidade de executar o experimento em notebook reproducível fortalece a confiabilidade metodológica do trabalho, pois permite validação independente por parte da banca examinadora.",audios_tcc/kokoro_longas_narrativas_longas_narrativas_08.wav,OK,17.38730450781969,0.021164021164021163,False,2.4740142086215764
XTTS,longas_narrativas,longas_narrativas_08,"A possibilidade de reexecutar o experimento em notebook reprodutível fortalece a confiabilidade metodológica do trabalho, pois permite validação independente por parte da banca examinadora.",24,69.692,0.0833,"a possibilidade de executar o experimento em notebook reproducível fortalece a confiabilidade metodológica do trabalho, pois permite validação independente por parte da banca examinadora.",audios_tcc/xtts_longas_narrativas_longas_narrativas_08.wav,OK,2.7119325030132586,0.021164021164021163,False,4.25833241232755
Piper,longas_narrativas,longas_narrativas_09,"Mesmo quando um modelo apresenta maior expressividade, isso não significa que ele seja automaticamente o mais adequado, já que latência e custo computacional podem limitar seu uso em cenários reais.",30,1.337,0.0667,"mesmo quando um modelo apresenta a maior expressividade, isso não significa que ele seja automaticamente mais adequado, já que latência e custo computacional podem limitar seu uso em cenários reais.",audios_tcc/piper_longas_narrativas_longas_narrativas_09.wav,OK,148.0927449513837,0.025252525252525252,False,0.848868055556721
Kokoro,longas_narrativas,longas_narrativas_09,"Mesmo quando um modelo apresenta maior expressividade, isso não significa que ele seja automaticamente o mais adequado, já que latência e custo computacional podem limitar seu uso em cenários reais.",30,11.038,0.0333,"mesmo quando o modelo apresenta maior expressividade, isso não significa que ele seja automaticamente o mais adequado, já que latência e custo computacional podem limitar seu uso em cenários reais.",audios_tcc/kokoro_longas_narrativas_longas_narrativas_09.wav,OK,17.938032252219603,0.015151515151515152,False,2.488068313125579
XTTS,longas_narrativas,longas_narrativas_09,"Mesmo quando um modelo apresenta maior expressividade, isso não significa que ele seja automaticamente o mais adequado, já que latência e custo computacional podem limitar seu uso em cenários reais.",30,70.142,0.0333,"mesmo quando o modelo apresenta maior expressividade, isso não significa que ele seja automaticamente o mais adequado, já que latência e custo computacional podem limitar seu uso em cenários reais.",audios_tcc/xtts_longas_narrativas_longas_narrativas_09.wav,OK,2.8228450856833285,0.015151515151515152,False,4.264677879703989
Piper,longas_narrativas,longas_narrativas_10,"A comparação sistemática entre alternativas abertas contribui para a democratização do acesso à tecnologia, sobretudo em projetos que buscam beneficiar usuários com diferentes perfis e restrições de infraestrutura.",28,1.431,0.1071,"a comparação sistemática entre alternativas abertas contribui para democratização do acesso à tecnologia, sobretudo em projetos que buscam beneficiar os usuários com diferentes perfis e restrições de infaestrutura.",audios_tcc/piper_longas_narrativas_longas_narrativas_10.wav,OK,149.5457721872816,0.03271028037383177,False,0.8883026953339863
Kokoro,longas_narrativas,longas_narrativas_10,"A comparação sistemática entre alternativas abertas contribui para a democratização do acesso à tecnologia, sobretudo em projetos que buscam beneficiar usuários com diferentes perfis e restrições de infraestrutura.",28,12.654,0.0357,"a comparação sistemática entre alternativas abertas contribui para democratização do acesso à tecnologia, sobretudo em projetos que buscam beneficiar usuários com diferentes perfis e restrições de infraestrutura.",audios_tcc/kokoro_longas_narrativas_longas_narrativas_10.wav,OK,16.91164849059586,0.014018691588785047,False,2.6140325189960887
XTTS,longas_narrativas,longas_narrativas_10,"A comparação sistemática entre alternativas abertas contribui para a democratização do acesso à tecnologia, sobretudo em projetos que buscam beneficiar usuários com diferentes perfis e restrições de infraestrutura.",28,70.248,0.0714,"a comparação sistemática entre alternativas abertas contribui para democratização do acesso à tecnologia, sobretudo, em projetos que buscam beneficiar usuários com diferentes perfis e restrições de infraestrutura.",audios_tcc/xtts_longas_narrativas_longas_narrativas_10.wav,OK,3.0463500740234597,0.018691588785046728,False,4.266166748579346
Piper,numeros_medidas_moedas,numeros_medidas_moedas_01,"O sensor registrou 3,5 metros de distância até a parede.",10,0.533,0.0,"o sensor registrou 3,5 metros de distância até a parede.",audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_01.wav,OK,105.06566604127579,0.017857142857142856,True,0.4272265998896771
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_01,"O sensor registrou 3,5 metros de distância até a parede.",10,4.089,0.2,o sensor registrou três cinco metros de distância até a parede.,audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_01.wav,OK,13.695280019564684,0.19642857142857142,False,1.6270813476066956
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_01,"O sensor registrou 3,5 metros de distância até a parede.",10,24.249,0.0,"o sensor registrou 3,5 metros de distância até a parede.",audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_01.wav,OK,2.3093735824157697,0.017857142857142856,True,3.2287865509767153
Piper,numeros_medidas_moedas,numeros_medidas_moedas_02,A temperatura caiu para 18 graus às 6 horas da manhã.,11,0.441,0.0,a temperatura caiu para 18 graus às 6 horas da manhã.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_02.wav,OK,120.18140589569161,0.018867924528301886,True,0.36533731701738503
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_02,A temperatura caiu para 18 graus às 6 horas da manhã.,11,3.794,0.0,a temperatura caiu para 18 graus às 6 horas da manhã.,audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_02.wav,OK,13.9694254085398,0.018867924528301886,True,1.5673651360121927
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_02,A temperatura caiu para 18 graus às 6 horas da manhã.,11,17.641,0.0909,a temperatura caiu para 18 graus a 6 horas da manhã.,audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_02.wav,OK,3.004364831925628,0.05660377358490566,False,2.9253634558871084
Piper,numeros_medidas_moedas,numeros_medidas_moedas_03,O produto custa 249 reais e 90 centavos nesta semana.,10,0.751,0.1,o produto custa 249 reais e 90 centavos nessa semana.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_03.wav,OK,70.57256990679095,0.03773584905660377,False,0.5601870533037148
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_03,O produto custa 249 reais e 90 centavos nesta semana.,10,4.457,0.2,"o produto custa r$249,90 e 90 centavos nesta semana.",audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_03.wav,OK,11.8914067758582,0.16981132075471697,False,1.696899188204095
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_03,O produto custa 249 reais e 90 centavos nesta semana.,10,29.193,0.4,"o produto custa r$249,90 centavos nesta semana.",audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_03.wav,OK,1.815503716644401,0.22641509433962265,False,3.407610109434345
Piper,numeros_medidas_moedas,numeros_medidas_moedas_04,"A amostra continha 12,7 mililitros de solução concentrada.",8,0.532,0.0,"a amostra continha 12,7 mililitros de solução concentrada.",audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_04.wav,OK,109.02255639097744,0.017241379310344827,True,0.4265740713183996
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_04,"A amostra continha 12,7 mililitros de solução concentrada.",8,3.783,0.25,"a mostra continha 12,7 ml de solução concentrada.",audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_04.wav,OK,15.331747290510178,0.1724137931034483,False,1.5650679646981598
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_04,"A amostra continha 12,7 mililitros de solução concentrada.",8,30.492,0.0,"a amostra continha 12,7 mililitros de solução concentrada.",audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_04.wav,OK,1.9021382657746293,0.017241379310344827,True,3.449733545322221
Piper,numeros_medidas_moedas,numeros_medidas_moedas_05,O arquivo possui 256 megabytes e foi enviado em 42 segundos.,11,0.676,0.0909,o arquivo possui 256 megabites e foi enviado em 42 segundos.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_05.wav,OK,88.75739644970413,0.03333333333333333,False,0.5164100020598913
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_05,O arquivo possui 256 megabytes e foi enviado em 42 segundos.,11,5.501,0.0909,o arquivo possui 256 megabites e foi enviado em 42 segundos.,audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_05.wav,OK,10.907107798582075,0.03333333333333333,False,1.8719560112223317
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_05,O arquivo possui 256 megabytes e foi enviado em 42 segundos.,11,26.786,0.2727,o arquivo possui 256 mb e foi enviado em 42 segundos ponto.,audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_05.wav,OK,2.2399761069215263,0.23333333333333334,False,3.32453229672667
Piper,numeros_medidas_moedas,numeros_medidas_moedas_06,"A velocidade média do teste ficou em 87,3 quilômetros por hora.",11,0.715,0.1818,"a velocidade média do test ficou em 87,3 km por hora.",audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_06.wav,OK,88.11188811188812,0.19047619047619047,False,0.5394130806179032
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_06,"A velocidade média do teste ficou em 87,3 quilômetros por hora.",11,4.706,0.2727,"a velocidade média do teste ficou em 87, 3 km por hora.",audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_06.wav,OK,13.387165320866977,0.19047619047619047,False,1.7415182527913085
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_06,"A velocidade média do teste ficou em 87,3 quilômetros por hora.",11,27.639,0.0909,"a velocidade média do teste ficou em 87,3 km por hora.",audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_06.wav,OK,2.2793878215564964,0.1746031746031746,False,3.354769425281743
Piper,numeros_medidas_moedas,numeros_medidas_moedas_07,Foram processados 1.250 registros em menos de 5 minutos.,9,0.558,0.0,foram processados 1.250 registros em menos de 5 minutos.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_07.wav,OK,100.35842293906809,0.017857142857142856,True,0.4434029474485566
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_07,Foram processados 1.250 registros em menos de 5 minutos.,9,4.71,0.2222,"foram processados 1, 250 registros em menos de 5 minutos.",audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_07.wav,OK,11.8895966029724,0.05357142857142857,False,1.7422190236679187
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_07,Foram processados 1.250 registros em menos de 5 minutos.,9,24.55,0.1111,foram processados 1250 registros em menos de 5 minutos.,audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_07.wav,OK,2.281059063136456,0.03571428571428571,False,3.2406373166497136
Piper,numeros_medidas_moedas,numeros_medidas_moedas_08,O orçamento final estimado foi de 7.840 reais.,8,0.582,0.25,o orçamento final estimado foi de r$ 7.840.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_08.wav,OK,79.03780068728523,0.21739130434782608,False,0.4586898693454621
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_08,O orçamento final estimado foi de 7.840 reais.,8,4.498,0.25,o orçamento final estimado foi de r$ 840.,audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_08.wav,OK,10.226767452200978,0.21739130434782608,False,1.704384389743054
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_08,O orçamento final estimado foi de 7.840 reais.,8,20.845,0.25,o orçamento final estimado foi de r$ 7.840.,audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_08.wav,OK,2.206764212041257,0.21739130434782608,False,3.083972062403399
Piper,numeros_medidas_moedas,numeros_medidas_moedas_09,A bateria chegou a 15 por cento de carga restante.,10,0.393,0.3,a bateria chegou a 15% de carga restante.,audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_09.wav,OK,127.22646310432569,0.22,False,0.3314596947976687
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_09,A bateria chegou a 15 por cento de carga restante.,10,2.911,0.3,a bateria chegou a 15% de carga restante.,audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_09.wav,OK,17.17622810030917,0.22,False,1.363793095773377
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_09,A bateria chegou a 15 por cento de carga restante.,10,14.878,0.3,a bateria chegou a 15% de carga restante.,audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_09.wav,OK,3.3606667562844468,0.22,False,2.764934503302922
Piper,numeros_medidas_moedas,numeros_medidas_moedas_10,"O experimento utilizou 4 modelos, 140 frases e 3 métricas principais.",11,0.701,0.1818,"o experimento utilizou quatro modelos, 140 frases e três métricas principais.",audios_tcc/piper_numeros_medidas_moedas_numeros_medidas_moedas_10.wav,OK,98.43081312410843,0.15942028985507245,False,0.5312163134137247
Kokoro,numeros_medidas_moedas,numeros_medidas_moedas_10,"O experimento utilizou 4 modelos, 140 frases e 3 métricas principais.",11,4.979,0.1818,"o experimento utilizou quatro modelos, 140 frases e três métricas principais.",audios_tcc/kokoro_numeros_medidas_moedas_numeros_medidas_moedas_10.wav,OK,13.858204458726652,0.15942028985507245,False,1.7882533298987675
XTTS,numeros_medidas_moedas,numeros_medidas_moedas_10,"O experimento utilizou 4 modelos, 140 frases e 3 métricas principais.",11,37.191,0.3636,"o experimento utilizou quatro modelos, 140 frases e três métricas, principais.coil.",audios_tcc/xtts_numeros_medidas_moedas_numeros_medidas_moedas_10.wav,OK,1.8552875695732838,0.2463768115942029,False,3.642599885759755
Piper,datas_horarios,datas_horarios_01,A apresentação final será no dia 22 de novembro de 2026.,11,0.541,0.0909,a apresentação final será no dia 22 de novembro de 2022.,audios_tcc/piper_datas_horarios_datas_horarios_01.wav,OK,103.51201478743067,0.03571428571428571,False,0.4324315563379787
Kokoro,datas_horarios,datas_horarios_01,A apresentação final será no dia 22 de novembro de 2026.,11,4.879,0.0909,a apresentação final será no dia 22 de novembro de 2016.,audios_tcc/kokoro_datas_horarios_datas_horarios_01.wav,OK,11.477761836441895,0.03571428571428571,False,1.7713866794201178
XTTS,datas_horarios,datas_horarios_01,A apresentação final será no dia 22 de novembro de 2026.,11,23.191,0.0909,a apresentação final será no dia 22 de novembro de 2016.,audios_tcc/xtts_datas_horarios_datas_horarios_01.wav,OK,2.4147298520977967,0.03571428571428571,False,3.1859806631639316
Piper,datas_horarios,datas_horarios_02,O sistema foi atualizado em 3 de abril de 2025 às 14 horas e 30 minutos.,16,0.653,0.125,o sistema foi atualizado em 3 de abril de 2025 com as 14 horas e 30 minutos.,audios_tcc/piper_datas_horarios_datas_horarios_02.wav,OK,110.26033690658498,0.08333333333333333,False,0.5025918188388871
Kokoro,datas_horarios,datas_horarios_02,O sistema foi atualizado em 3 de abril de 2025 às 14 horas e 30 minutos.,16,6.246,0.0,o sistema foi atualizado em 3 de abril de 2025 às 14 horas e 30 minutos.,audios_tcc/kokoro_datas_horarios_datas_horarios_02.wav,OK,11.527377521613833,0.013888888888888888,True,1.9804495924728855
XTTS,datas_horarios,datas_horarios_02,O sistema foi atualizado em 3 de abril de 2025 às 14 horas e 30 minutos.,16,39.219,0.1875,o sistema foi atualizado em 3 de abril de 2025 com as 14 horas e 30 minutos.b.,audios_tcc/xtts_datas_horarios_datas_horarios_02.wav,OK,1.8358448711083912,0.1111111111111111,False,3.6943395207832967
Piper,datas_horarios,datas_horarios_03,"A reunião está marcada para terça-feira, às 8 horas da manhã.",11,0.499,0.2727,a reunião está marcada para ter essa feira às 8 horas da manhã.,audios_tcc/piper_datas_horarios_datas_horarios_03.wav,OK,122.24448897795591,0.11475409836065574,False,0.40479821912046066
Kokoro,datas_horarios,datas_horarios_03,"A reunião está marcada para terça-feira, às 8 horas da manhã.",11,3.916,0.1818,a reunião está marcada para ter safeira às 8 horas da manhã.,audios_tcc/kokoro_datas_horarios_datas_horarios_03.wav,OK,15.57711950970378,0.08196721311475409,False,1.5924951917037884
XTTS,datas_horarios,datas_horarios_03,"A reunião está marcada para terça-feira, às 8 horas da manhã.",11,18.235,0.1818,"a reunião está marcada para terça-feira, as oito horas da manhã.",audios_tcc/xtts_datas_horarios_datas_horarios_03.wav,OK,3.345215245407184,0.09836065573770492,False,2.9567315362042583
Piper,datas_horarios,datas_horarios_04,O relatório foi entregue em 12 de setembro de 2024.,10,0.502,0.0,o relatório foi entregue em 12 de setembro de 2024.,audios_tcc/piper_datas_horarios_datas_horarios_04.wav,OK,101.59362549800797,0.0196078431372549,True,0.406797553341943
Kokoro,datas_horarios,datas_horarios_04,O relatório foi entregue em 12 de setembro de 2024.,10,3.968,0.0,o relatório foi entregue em 12 de setembro de 2024.,audios_tcc/kokoro_datas_horarios_datas_horarios_04.wav,OK,12.852822580645162,0.0196078431372549,True,1.6030173446311777
XTTS,datas_horarios,datas_horarios_04,O relatório foi entregue em 12 de setembro de 2024.,10,20.029,0.0,o relatório foi entregue em 12 de setembro de 2024.,audios_tcc/xtts_datas_horarios_datas_horarios_04.wav,OK,2.5463078536122623,0.0196078431372549,True,3.045902437466567
Piper,datas_horarios,datas_horarios_05,O acesso ao laboratório será liberado amanhã às 19 horas.,10,0.466,0.0,o acesso ao laboratório será liberado amanhã às 19 horas.,audios_tcc/piper_datas_horarios_datas_horarios_05.wav,OK,122.3175965665236,0.017543859649122806,True,0.38253760346445975
Kokoro,datas_horarios,datas_horarios_05,O acesso ao laboratório será liberado amanhã às 19 horas.,10,3.616,0.0,o acesso ao laboratório será liberado amanhã às 19 horas.,audios_tcc/kokoro_datas_horarios_datas_horarios_05.wav,OK,15.763274336283185,0.017543859649122806,True,1.5295285292057985
XTTS,datas_horarios,datas_horarios_05,O acesso ao laboratório será liberado amanhã às 19 horas.,10,23.57,0.0,o acesso ao laboratório será liberado amanhã às 19 horas.,audios_tcc/xtts_datas_horarios_datas_horarios_05.wav,OK,2.4183283835383964,0.017543859649122806,True,3.201526186533088
Piper,datas_horarios,datas_horarios_06,"No dia primeiro de janeiro, a plataforma ficou indisponível por duas horas.",12,0.545,0.0833,"no dia 1 de janeiro, a plataforma ficou indisponível por duas horas.",audios_tcc/piper_datas_horarios_datas_horarios_06.wav,OK,137.61467889908255,0.12,False,0.43502391034970883
Kokoro,datas_horarios,datas_horarios_06,"No dia primeiro de janeiro, a plataforma ficou indisponível por duas horas.",12,4.778,0.1667,"no dia 1 de janeiro, a plataforma ficou indisponível por 2 horas.",audios_tcc/kokoro_datas_horarios_datas_horarios_06.wav,OK,15.696944328170785,0.17333333333333334,False,1.7540576020440435
XTTS,datas_horarios,datas_horarios_06,"No dia primeiro de janeiro, a plataforma ficou indisponível por duas horas.",12,24.729,0.4167,"no dia 1 de janeiro, a plataforma ficou indisponível por 2 horas ponto boa.",audios_tcc/xtts_datas_horarios_datas_horarios_06.wav,OK,3.032876379958753,0.29333333333333333,False,3.2476187604004125
Piper,datas_horarios,datas_horarios_07,A coleta de dados começou em 7 de maio e terminou em 18 de junho.,15,0.537,0.0667,a coleta de dados começou em sete de maio e terminou em 18 de junho.,audios_tcc/piper_datas_horarios_datas_horarios_07.wav,OK,121.04283054003723,0.07692307692307693,False,0.42983246455645885
Kokoro,datas_horarios,datas_horarios_07,A coleta de dados começou em 7 de maio e terminou em 18 de junho.,15,4.194,0.0667,a coleta de dados começou em sete de maio e terminou em 18 de junho.,audios_tcc/kokoro_datas_horarios_datas_horarios_07.wav,OK,15.498330948974726,0.07692307692307693,False,1.6475041132405566
XTTS,datas_horarios,datas_horarios_07,A coleta de dados começou em 7 de maio e terminou em 18 de junho.,15,20.196,0.0,a coleta de dados começou em 7 de maio e terminou em 18 de junho.,audios_tcc/xtts_datas_horarios_datas_horarios_07.wav,OK,3.2184591008120416,0.015384615384615385,True,3.053812484630516
Piper,datas_horarios,datas_horarios_08,"O atendimento ocorrerá das 9 horas às 17 horas, sem intervalo.",11,0.551,0.2727,o atendimento correrá das 9 horas às 17 horas. sem intervá-lo.,audios_tcc/piper_datas_horarios_datas_horarios_08.wav,OK,112.52268602540833,0.08064516129032258,False,0.4388998841944018
Kokoro,datas_horarios,datas_horarios_08,"O atendimento ocorrerá das 9 horas às 17 horas, sem intervalo.",11,4.36,0.1818,o atendimento ocorrerá das 9 horas às 17 horas sem intervá-lo.,audios_tcc/kokoro_datas_horarios_datas_horarios_08.wav,OK,14.22018348623853,0.06451612903225806,False,1.6789639750827106
XTTS,datas_horarios,datas_horarios_08,"O atendimento ocorrerá das 9 horas às 17 horas, sem intervalo.",11,25.6,0.1818,o atendimento ocorrerá das 9 horas às 17 horas sem intervá-lo.,audios_tcc/xtts_datas_horarios_datas_horarios_08.wav,OK,2.421875,0.06451612903225806,False,3.280911215787653
Piper,datas_horarios,datas_horarios_09,O evento internacional terá início em 15 de agosto às 10 horas.,12,0.487,0.0,o evento internacional terá início em 15 de agosto às 10 horas.,audios_tcc/piper_datas_horarios_datas_horarios_09.wav,OK,129.3634496919918,0.015873015873015872,True,0.396760667478018
Kokoro,datas_horarios,datas_horarios_09,O evento internacional terá início em 15 de agosto às 10 horas.,12,3.983,0.0,o evento internacional terá início em 15 de agosto às 10 horas.,audios_tcc/kokoro_datas_horarios_datas_horarios_09.wav,OK,15.817223198594025,0.015873015873015872,True,1.6060321192992675
XTTS,datas_horarios,datas_horarios_09,O evento internacional terá início em 15 de agosto às 10 horas.,12,23.288,0.0833,o evento internacional terá início em 15 de agosto às 10 horas.10.,audios_tcc/xtts_datas_horarios_datas_horarios_09.wav,OK,2.705255925798695,0.06349206349206349,False,3.1899824012132196
Piper,datas_horarios,datas_horarios_10,"Na sexta-feira passada, o servidor reiniciou automaticamente às 23 horas e 45 minutos.",13,0.734,0.2308,"na sexta-feira passada, o servidor renisiu automaticamente às 20, 3 horas e 45 minutos.",audios_tcc/piper_datas_horarios_datas_horarios_10.wav,OK,117.16621253405995,0.08139534883720931,False,0.5504308783583501
Kokoro,datas_horarios,datas_horarios_10,"Na sexta-feira passada, o servidor reiniciou automaticamente às 23 horas e 45 minutos.",13,6.207,0.0,"na sexta-feira passada, o servidor reiniciou automaticamente às 23 horas e 45 minutos.",audios_tcc/kokoro_datas_horarios_datas_horarios_10.wav,OK,13.85532463347833,0.011627906976744186,True,1.975052775942304
XTTS,datas_horarios,datas_horarios_10,"Na sexta-feira passada, o servidor reiniciou automaticamente às 23 horas e 45 minutos.",13,43.471,0.3846,"na sexta-feira passada, o servidor reinitio automaticamente às 23 horas e 45 minutos. ponto para cinco minutos.",audios_tcc/xtts_datas_horarios_datas_horarios_10.wav,OK,1.9783303811736561,0.3372093023255814,False,3.7948372913397095
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_01,João Pedro apresentou o seminário para a professora Helena.,9,0.391,0.1111,joão pede apresentou o seminário para a professora helena.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_01.wav,OK,150.89514066496164,0.0847457627118644,False,0.33002291294130587
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_01,João Pedro apresentou o seminário para a professora Helena.,9,3.062,0.0,joão pedro apresentou o seminário para a professora helena.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_01.wav,OK,19.268451992161985,0.05084745762711865,True,1.401675463158193
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_01,João Pedro apresentou o seminário para a professora Helena.,9,15.89,0.2222,joão pedro apresentou o seminário para a professora helena ponto.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_01.wav,OK,3.713027061044682,0.15254237288135594,False,2.826721730819709
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_02,Ana Beatriz enviou o relatório revisado para Carlos Eduardo.,9,0.436,0.0,ana beatriz enviou o relatório revisado para carlos eduardo.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_02.wav,OK,137.61467889908258,0.06666666666666667,True,0.36186147062603247
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_02,Ana Beatriz enviou o relatório revisado para Carlos Eduardo.,9,3.889,0.3333,ana beatriz enviou o relatório revisado para carlos e do ardo.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_02.wav,OK,15.42813062483929,0.11666666666666667,False,1.5869877835965085
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_02,Ana Beatriz enviou o relatório revisado para Carlos Eduardo.,9,16.591,0.2222,ana b. atriz enviou o relatório revisado para carlos eduardo.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_02.wav,OK,3.6164185401723823,0.1,False,2.8673874076167687
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_03,Mariana encontrou Luiz Fernando na biblioteca central.,7,0.396,0.2857,mariana encontrou o luis fernando na biblioteca central.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_03.wav,OK,136.36363636363635,0.1111111111111111,False,0.33361100434018076
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_03,Mariana encontrou Luiz Fernando na biblioteca central.,7,3.195,0.1429,mariana encontrou luís fernando na biblioteca central.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_03.wav,OK,16.901408450704228,0.09259259259259259,False,1.4338933399191696
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_03,Mariana encontrou Luiz Fernando na biblioteca central.,7,16.844,0.5714,mariana encontrou o luis fernando na biblataica central.org.,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_03.wav,OK,3.2058893374495367,0.25925925925925924,False,2.8816673172660185
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_04,Gabriel Souza participou da banca com Patrícia Almeida.,8,0.405,0.625,cabriar o sosa participou da banca com patrícia ao meida.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_04.wav,OK,135.80246913580245,0.21818181818181817,False,0.3400373027857091
Kokoro,nomes_proprios_brasileiros,nomes_proprios_brasileiros_04,Gabriel Souza participou da banca com Patrícia Almeida.,8,3.037,0.125,gabriel souza participou da banca com patrícia aumeida.,audios_tcc/kokoro_nomes_proprios_brasileiros_nomes_proprios_brasileiros_04.wav,OK,18.109976950938428,0.09090909090909091,False,1.3955018418708038
XTTS,nomes_proprios_brasileiros,nomes_proprios_brasileiros_04,Gabriel Souza participou da banca com Patrícia Almeida.,8,19.38,0.75,abrei ao solza participou da banca com o patrícia almeida. ponto com...,audios_tcc/xtts_nomes_proprios_brasileiros_nomes_proprios_brasileiros_04.wav,OK,2.8379772961816307,0.43636363636363634,False,3.0145540277945786
Piper,nomes_proprios_brasileiros,nomes_proprios_brasileiros_05,Fernanda pediu apoio técnico a Ricardo Menezes.,7,0.401,0.2857,fernanda pediu aportar o técnico a ricardo menezes.,audios_tcc/piper_nomes_proprios_brasileiros_nomes_proprios_brasileiros_05.wav,OK,117.20698254364089,0.1702127659574468,False,0.33718626735486995
